1;0.814724;0.0850299
2;0.135477;0.00958084
1;0.905792;0.0826347
2;0.835009;0.0658683
2;0.126987;0.011976
2;0.968868;0.0850299
1;0.913376;0.0892216
1;0.221034;0.0281437
2;0.632359;0.060479
3;0.308167;0.0215569
1;0.0975404;0.0101796
2;0.547221;0.0520958
2;0.278498;0.0257485
3;0.188382;0.0161677
1;0.546881;0.0520958
3;0.992881;0.0682635
4;0.957507;0.0538922
1;0.996461;0.088024
1;0.964889;0.094012
1;0.532347;0.0846433
2;0.230116;0.0199516
1;0.903949;0.100967
2;0.403766;0.0423216
2;0.174575;0.0199516
2;0.667095;0.073156
1;0.489126;0.0604595
1;0.0189544;0.00120919
2;0.661448;0.0804111
3;0.0168764;0.00120919
1;0.472125;0.06711
2;0.91509;0.0900846
3;0.457263;0.0471584
1;0.808135;0.129383
3;0.453755;0.04474
4;0.438694;0.0356711
1;0.201209;0.0308343
1;0.463876;0.0707376
1;0.478892;0.0771099
2;0.318737;0.04068
1;0.79695;0.0801457
2;0.177081;0.0230723
2;0.215889;0.0273224
2;0.933204;0.0947177
1;0.382414;0.0558591
1;0.297352;0.0449302
2;0.37137;0.0437158
3;0.103656;0.00910747
1;0.336393;0.0485732
2;0.987559;0.119004
2;0.525222;0.0497875
3;0.501314;0.0528233
1;0.446067;0.0570735
3;0.230195;0.0303582
4;0.0553667;0.00485732
1;0.937451;0.120219
1;0.138526;0.0206436
1;0.308569;0.0361596
2;0.874039;0.0729426
1;0.832867;0.0779302
2;0.243594;0.021197
2;0.749588;0.0966334
1;0.443998;0.0554863
1;0.218549;0.0361596
2;0.472376;0.0361596
3;0.231172;0.0205736
1;0.020893;0.00498753
2;0.970595;0.107855
2;0.490086;0.0492519
3;0.641865;0.0523691
1;0.989788;0.11596
3;0.542812;0.0461347
4;0.363581;0.0218204
1;0.760677;0.0773067
1;0.632222;0.0710723
1;0.811534;0.107371
2;0.493474;0.0487522
1;0.703113;0.0783517
2;0.957213;0.0824144
2;0.692213;0.0748694
2;0.558177;0.047011
1;0.848571;0.0934417
1;0.444455;0.0557168
2;0.512674;0.0417876
3;0.615571;0.039466
1;0.168555;0.0214742
2;0.462114;0.0452699
2;0.318541;0.0168311
3;0.414954;0.0377249
1;0.289593;0.0371445
3;0.364309;0.0290192
4;0.221328;0.0133488
1;0.945679;0.102147
1;0.22398;0.0278584
1;0.608452;0.0935673
2;0.821897;0.0824561
1;0.79006;0.10117
2;0.598443;0.0578947
2;0.624133;0.0748538
2;0.0232133;0.00350877
1;0.159526;0.0263158
1;0.399911;0.0631579
2;0.86574;0.0935673
3;0.422135;0.0304094
1;0.0416475;0.00467836
2;0.506853;0.0538012
2;0.556878;0.0532164
3;0.148116;0.0146199
1;0.981149;0.124561
3;0.0958473;0.00877193
4;0.237237;0.0169591
1;0.420053;0.0654971
1;0.240329;0.0309942
1;0.0858486;0.009113
2;0.477616;0.0425273
1;0.910575;0.0953827
2;0.586328;0.045565
2;0.521707;0.0516403
2;0.214169;0.0261239
1;0.97056;0.09113
1;0.889762;0.112394
2;0.014175;0.00121507
