1;1;0.0574966
2;1;0.047226
1;1;0.054521
3;1;0.0359954
2;1;0.0529852
2;1;0.0454022
2;1;0.0354195
1;1;0.06268
1;1;0.0551929
1;1;0.0631599
2;1;0.0500096
3;1;0.0400269
1;1;0.0597044
2;1;0.038779
3;1;0.038875
1;1;0.0492417
3;1;0.0344596
4;1;0.023805
1;1;0.0620081
1;1;0.0552889
3;1;0.0377232
1;1;0.0601468
2;1;0.0425126
1;1;0.05662
3;1;0.0400343
2;1;0.0521399
2;1;0.0457535
2;1;0.0392718
1;1;0.0595749
1;1;0.0537604
1;1;0.0617672
2;1;0.0407969
3;1;0.035173
1;1;0.0527118
2;1;0.0434658
3;1;0.0395577
1;1;0.0570966
3;1;0.0407969
4;1;0.0248785
1;1;0.0528072
1;1;0.0615766
3;1;0.0395577
1;1;0.053094
2;1;0.0412529
1;1;0.0512796
3;1;0.0361918
2;1;0.0476509
2;1;0.0491788
2;1;0.0414439
1;1;0.058728
1;1;0.0639801
1;1;0.0625477
2;1;0.0449771
3;1;0.0337089
1;1;0.0505157
2;1;0.0508021
3;1;0.0409664
1;1;0.0492743
3;1;0.039152
4;1;0.0313216
1;1;0.0617838
1;1;0.0543354
3;1;0.0378151
1;1;0.0584648
2;1;0.0477205
1;1;0.0555609
3;1;0.0352338
2;1;0.043655
2;1;0.0489788
2;1;0.0409447
1;1;0.0558513
1;1;0.064079
1;1;0.0630142
2;1;0.049366
3;1;0.0329107
1;1;0.0528506
2;1;0.048398
3;1;0.0396864
1;1;0.0523667
3;1;0.0383312
4;1;0.0310715
1;1;0.0584648
1;1;0.04985
3;1;0.033201
1;1;0.0601749
2;1;0.0444103
1;1;0.0627704
3;1;0.0389311
2;1;0.0471018
2;1;0.0516197
2;1;0.0397001
1;1;0.0557531
1;1;0.0531577
1;1;0.0509468
2;1;0.0420071
3;1;0.0336441
1;1;0.0570989
2;1;0.0475824
3;1;0.0448909
1;1;0.0489282
3;1;0.0380659
4;1;0.0314332
1;1;0.0622897
1;1;0.0498895
3;1;0.039604
1;1;0.0622471
2;1;0.0527076
1;1;0.0549239
3;1;0.0350742
2;1;0.0473116
2;1;0.0468298
2;1;0.0451917
1;1;0.047408
1;1;0.0530931
