1;0.814724;0.0828634
2;0.135477;0.0110102
1;0.905792;0.0854492
3;0.835009;0.0535652
2;0.126987;0.0119229
2;0.968868;0.0648328
2;0.913376;0.0586666
1;0.221034;0.0219971
1;0.632359;0.0573795
1;0.0975404;0.00902113
2;0.547221;0.0486626
3;0.278498;0.0201484
1;0.188382;0.0203122
2;0.546881;0.0443568
2;0.992881;0.065605
3;0.957507;0.0629139
1;0.996461;0.0913346
3;0.964889;0.034973
4;0.967695;0.0482063
1;0.157613;0.0174455
1;0.725839;0.0668219
3;0.308167;0.0225119
1;0.668993;0.0732253
2;0.0295561;0.00258676
1;0.796245;0.0832446
3;0.349664;0.0270381
2;0.193387;0.0171944
2;0.74829;0.0571312
2;0.172534;0.0151343
1;0.355161;0.036121
1;0.898835;0.0868262
1;0.338794;0.0245333
2;0.904287;0.0772985
3;0.861922;0.0616726
1;0.858536;0.0892725
2;0.616895;0.050319
2;0.478561;0.0419734
3;0.591415;0.0412009
1;0.100873;0.0103939
3;0.257295;0.0166325
4;0.858067;0.0467373
1;0.741572;0.0666472
1;0.373749;0.0406157
3;0.401406;0.0342014
1;0.633894;0.0788322
2;0.714871;0.0593962
1;0.367139;0.0485724
3;0.499855;0.0442546
2;0.0544783;0.00616663
2;0.0894697;0.010461
2;0.162114;0.0156447
1;0.696171;0.0663117
1;0.0393358;0.00500819
1;0.888886;0.0449567
2;0.279304;0.0290428
3;0.625465;0.0554528
1;0.253801;0.0334425
2;0.869945;0.0697987
2;0.595547;0.0559677
3;0.481759;0.0373157
1;0.71874;0.0826937
3;0.45781;0.0270536
4;0.820231;0.0573485
1;0.793316;0.0751112
1;0.835404;0.0923239
3;0.0452541;0.00484437
1;0.728024;0.0887965
2;0.436787;0.0391243
1;0.830329;0.0957387
3;0.262036;0.0243386
2;0.273986;0.0287989
2;0.546189;0.0505034
2;0.678814;0.0578319
1;0.481593;0.0530438
1;0.00721245;0.000948256
1;0.518187;0.0348982
2;0.814411;0.07524
3;0.681987;0.0580426
1;0.64964;0.0797471
2;0.395699;0.0406696
2;0.328835;0.0331421
3;0.379961;0.0310583
1;0.291717;0.0348279
3;0.557273;0.0302154
4;0.699034;0.0467806
1;0.00775616;0.00100679
1;0.613044;0.0721026
3;0.237899;0.0231445
1;0.450381;0.0558697
2;0.549176;0.0431225
1;0.975998;0.0990156
3;0.0500463;0.00463532
2;0.118637;0.0121033
2;0.9155;0.0714144
2;0.763545;0.0549917
1;0.14524;0.0159895
1;0.798782;0.0800061
1;0.720355;0.0396226
2;0.807701;0.0697054
3;0.0956117;0.00905994
1;0.0900718;0.011483
2;0.612529;0.053751
2;0.713713;0.0567476
3;0.229194;0.0195596
1;0.723186;0.0755581
3;0.296146;0.0185647
4;0.293138;0.0184828
1;0.498297;0.052838
1;0.839711;0.0863387
3;0.580079;0.0511407
1;0.823465;0.10532
2;0.133988;0.015121
1;0.213704;0.032807
3;0.800146;0.05991
2;0.355916;0.040022
2;0.409355;0.0473541
2;0.30996;0.0350442
1;0.578948;0.0661529
1;0.191461;0.0278643
1;0.311327;0.0284265
2;0.575913;0.0668791
3;0.858078;0.0758509
1;0.196667;0.0293987
2;0.70643;0.0695847
2;0.231996;0.029223
3;0.263087;0.0258966
1;0.746354;0.0950479
3;0.443846;0.0254164
4;0.332879;0.0270327
1;0.0188217;0.00281103
1;0.103741;0.0152967
3;0.93071;0.0795404
1;0.353457;0.0526501
2;0.399819;0.0419819
1;0.311012;0.0448626
3;0.795537;0.0647118
2;0.136969;0.0157622
2;0.250916;0.0300724
2;0.342016;0.0360915
1;0.411421;0.0484577
1;0.265894;0.0341944
1;0.443811;0.0339251
2;0.0757131;0.00911071
3;0.908685;0.074935
1;0.487642;0.066808
2;0.338982;0.0396983
2;0.32705;0.0358573
3;0.795511;0.0625337
1;0.964783;0.111436
3;0.171918;0.0126473
4;0.483653;0.0373445
1;0.139779;0.0210085
1;0.809732;0.0976298
